COLLECTION_SYSTEM,collection_sys_description,MasterStationID,MasterStationName,CollectionStationName,COMMENTS,SiteType,ANALOG_CHANNEL,STATION_ID,SYSTEM_NAME,DatasetType,MEASURING_DEVICE,DEVICE_TYPE,STATUS,LAT,LON,DataEntryMethod,Telemetry,StationPage,NoOfYears,StartYr,EndYr
DUCHESNE            ,Duchesne River,10643,LAKE FORK_C                                                                     ,8681,*                                                                                                                                                                                                       ,Conveyance,NULL,10643,LAKE FORK RIVER                                             ,Observational,                                    ,NULL,A,40.34467276,-110.285263,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10643,16,2010,2025
DUCHESNE            ,Duchesne River,10644,LFC PURDY                                                                       ,11337,*                                                                                                                                                                                                       ,Conveyance,NULL,10644,LAKE FORK RIVER                                             ,Observational,                                    ,NULL,A,40.2752206,-110.2429359,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10644,11,2015,2025
DUCHESNE            ,Duchesne River,10645,LFC REDCAP                                                                      ,11346,*                                                                                                                                                                                                       ,Conveyance,NULL,10645,LAKE FORK RIVER                                             ,Observational,                                    ,NULL,A,40.27681595,-110.236757,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10645,11,2015,2025
DUCHESNE            ,Duchesne River,10646,LFC UTLAND                                                                      ,11328,*                                                                                                                                                                                                       ,Conveyance,NULL,10646,LAKE FORK RIVER                                             ,Observational,                                    ,NULL,A,40.27591986,-110.2424545,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10646,11,2015,2025
UINTA_RIVER_DL      ,Loggernet collection system for Uinta River Sites run by Water Rights,10651,M&S RESERVOIR 11004                                                             ,M&S Reservoir Elevation                 ,Direct collection from M&S Reservoir                                                                                                                                                                    ,Reservoir,1,10651,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,STAGE       ,A,40.45945507,-109.8237368,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10651,8,2014,2025
DUCHESNE            ,Duchesne River,10652,MONARCH 1                                                                       ,13711,*                                                                                                                                                                                                       ,Conveyance,NULL,10652,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,NULL,A,40.44322744,-110.1500944,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10652,4,2022,2025
DUCHESNE            ,Duchesne River,10653,MONARCH 2                                                                       ,13717,*                                                                                                                                                                                                       ,Conveyance,NULL,10653,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,NULL,A,40.45048333,-110.1512437,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10653,4,2022,2025
DUCHESNE            ,Duchesne River,10654,MONTES CREEK 8725                                                               ,8725,*                                                                                                                                                                                                       ,Conveyance,NULL,10654,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,NULL,A,40.3537437,-109.9562119,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10654,15,2010,2024
DUCHESNE            ,Duchesne River,10655,MOON LAKE RESERVOIR FLOW                                                        ,7365,*                                                                                                                                                                                                       ,Reservoir Release,NULL,10655,LAKE FORK RIVER                                             ,Observational,                                    ,NULL,A,40.55876413,-110.4875248,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10655,16,2010,2025
DUCHESNE            ,Duchesne River,10656,MOON LAKE RESERVOIR ELEVATION                                                   ,7374,*                                                                                                                                                                                                       ,Reservoir,NULL,10656,LAKE FORK RIVER                                             ,Observational,                                    ,NULL,A,40.56216605,-110.4873042,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10656,7,2019,2025
DUCHESNE            ,Duchesne River,10657,MOON LAKE RESERVOIR VOLUME                                                      ,9051,*                                                                                                                                                                                                       ,Reservoir,NULL,10657,LAKE FORK RIVER                                             ,Observational,                                    ,NULL,A,40.56216605,-110.4873042,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10657,16,2010,2025
DUCHESNE            ,Duchesne River,10658,MOON LAKE RESERVOIR FISH BYPASS                                                 ,8730,*                                                                                                                                                                                                       ,Reservoir Release,NULL,10658,LAKE FORK RIVER                                             ,Observational,                                    ,NULL,A,40.56024202,-110.4872506,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10658,16,2010,2025
DUCHESNE            ,Duchesne River,10659,MOON LAKE RESERVOIR GATE 1                                                      ,8729,*                                                                                                                                                                                                       ,Reservoir Release,NULL,10659,LAKE FORK RIVER                                             ,Observational,                                    ,NULL,A,40.55955733,-110.4873525,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10659,16,2010,2025
DUCHESNE            ,Duchesne River,10660,MOON LAKE RESERVOIR GATE 2                                                      ,8728,*                                                                                                                                                                                                       ,Conveyance,1,10660,LAKE FORK RIVER                                             ,Observational,                                    ,NULL,A,40.55981001,-110.487315,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10660,16,2010,2025
DUCHESNE            ,Duchesne River,10661,MURRAY DITCH (9524 SCRAPE)                                                      ,9524,*                                                                                                                                                                                                       ,Conveyance,NULL,10661,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,NULL,A,40.44765989,-110.0684758,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10661,15,2010,2024
DUCHESNE            ,Duchesne River,10665,OURAY PARK 8747                                                                 ,8747,*                                                                                                                                                                                                       ,Conveyance,NULL,10665,UINTA AND WHITEROCKS RIVERS                                 ,Observational,8 FOOT PARSHALL FLUME W/ RECORDER   ,NULL,A,40.38321402,-109.8592618,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10665,16,2010,2025
DUCHESNE            ,Duchesne River,10666,PARRY PAGE 2                                                                    ,10281,*                                                                                                                                                                                                       ,Conveyance,NULL,10666,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,NULL,A,40.38316201,-110.059128,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10666,14,2011,2024
DUCHESNE            ,Duchesne River,10668,PAYNE CANAL 1                                                                   ,8760,*                                                                                                                                                                                                       ,Conveyance,NULL,10668,LAKE FORK RIVER                                             ,Observational,                                    ,NULL,A,40.46588717,-110.3493686,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10668,16,2010,2025
DUCHESNE            ,Duchesne River,10669,PAYNE/YELLOWSTONE FEEDER - YELLOWSTONE FLOW                                     ,8761,*                                                                                                                                                                                                       ,Conveyance,NULL,10669,LAKE FORK RIVER                                             ,Observational,                                    ,NULL,A,40.46589533,-110.3491165,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10669,16,2010,2025
DUCHESNE            ,Duchesne River,10670,PURDY                                                                           ,7503,*                                                                                                                                                                                                       ,Conveyance,NULL,10670,LAKE FORK RIVER                                             ,Observational,PARSHALL FLUME                      ,NULL,A,40.28744282,-110.2485796,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10670,17,2000,2025
DUCHESNE            ,Duchesne River,10671,RAINBOW CANAL                                                                   ,12028,*                                                                                                                                                                                                       ,Conveyance,NULL,10671,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,NULL,A,40.45568359,-110.0836676,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10671,9,2016,2025
DUCHESNE            ,Duchesne River,10672,RED CAP CANAL (SCRAPE)                                                          ,8793,*                                                                                                                                                                                                       ,Conveyance,NULL,10672,LAKE FORK RIVER                                             ,Observational,7 FOOT PARSHALL FLUME W/ RECORDER   ,NULL,A,40.25736611,-110.2261107,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10672,16,2010,2025
DUCHESNE            ,Duchesne River,10673,REDCAP GILBERT METER                                                            ,10459,*                                                                                                                                                                                                       ,Conveyance,NULL,10673,LAKE FORK RIVER                                             ,Observational,                                    ,NULL,A,40.2511306,-110.2190311,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10673,14,2012,2025
DUCHESNE            ,Duchesne River,10674,ROOSEVELT DITCH                                                                 ,9514,*                                                                                                                                                                                                       ,Conveyance,NULL,10674,TEMP-43                                                     ,Observational,                                    ,NULL,A,40.43741699,-110.0295822,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10674,15,2010,2025
DUCHESNE            ,Duchesne River,10676,RP STATE ROAD                                                                   ,10758,*                                                                                                                                                                                                       ,Conveyance,NULL,10676,LAKE FORK RIVER                                             ,Observational,                                    ,NULL,A,40.31218535,-110.0101008,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10676,13,2013,2025
DUCHESNE            ,Duchesne River,10678,SAND WASH PIPE LINE                                                             ,8813,*                                                                                                                                                                                                       ,Conveyance,NULL,10678,LAKE FORK RIVER                                             ,Observational,                                    ,NULL,A,40.27781457,-110.1865799,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10678,17,2009,2025
DUCHESNE            ,Duchesne River,10683,SOUTH BONITA                                                                    ,8833,*                                                                                                                                                                                                       ,Conveyance,NULL,10683,LAKE FORK RIVER                                             ,Observational,                                    ,NULL,A,40.37916187,-110.3340132,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10683,17,2001,2025
DUCHESNE            ,Duchesne River,10685,STATE ROAD TURN OUT                                                             ,9284,*                                                                                                                                                                                                       ,Conveyance,NULL,10685,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,NULL,A,40.41011632,-110.1138108,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10685,10,2010,2022
DUCHESNE            ,Duchesne River,10687,TN DODD 8851                                                                    ,8851,*                                                                                                                                                                                                       ,Conveyance,NULL,10687,UINTA AND WHITEROCKS RIVERS                                 ,Observational,4 FOOT PARSHALL FLUME               ,NULL,A,40.51361628,-110.0295732,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10687,16,2010,2025
DUCHESNE            ,Duchesne River,10688,TWIN POTS FLOW                                                                  ,8858,*                                                                                                                                                                                                       ,Reservoir Release,NULL,10688,LAKE FORK RIVER                                             ,Observational,Steel Parshall Flume                ,NULL,A,40.51432702,-110.4378293,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10688,16,2010,2025
DUCHESNE            ,Duchesne River,10689,TWIN POTS HEIGHT                                                                ,9951,*                                                                                                                                                                                                       ,Reservoir,NULL,10689,LAKE FORK RIVER                                             ,Observational,                                    ,NULL,A,40.51337478,-110.4374917,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10689,16,2010,2025
DUCHESNE            ,Duchesne River,10690,U.S. DEEP CREEK CANAL 8861                                                      ,8861,*                                                                                                                                                                                                       ,Conveyance,NULL,10690,UINTA AND WHITEROCKS RIVERS                                 ,Observational,6 FOOT PARSHALL FLUME               ,NULL,A,40.42606247,-109.9029637,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10690,15,2010,2024
DUCHESNE            ,Duchesne River,10691,U.S. WHITE ROCKS 8865                                                           ,8865,*                                                                                                                                                                                                       ,Conveyance,NULL,10691,UINTA AND WHITEROCKS RIVERS                                 ,Observational,6 FOOT PARSHALL FLUME W/ RECORDER   ,NULL,A,40.55068165,-109.9206505,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10691,16,2010,2025
DUCHESNE            ,Duchesne River,10692,UINTA CANAL 8873                                                                ,8873,*                                                                                                                                                                                                       ,Conveyance,NULL,10692,UINTA AND WHITEROCKS RIVERS                                 ,Observational,12 FOOT PARSHALL FLUME              ,NULL,A,40.50551482,-110.0090905,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10692,12,1924,2025
DUCHESNE            ,Duchesne River,10693,UINTA INDEPENDENT 8878                                                          ,8878,*                                                                                                                                                                                                       ,Conveyance,NULL,10693,UINTA AND WHITEROCKS RIVERS                                 ,Observational,5 - FOOT PARSHALL FLUME             ,NULL,A,40.47457375,-109.965583,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10693,16,2010,2025
DUCHESNE            ,Duchesne River,10694,UINTAH NO. 1 CANAL 8882                                                         ,8882,*                                                                                                                                                                                                       ,Conveyance,NULL,10694,UINTA AND WHITEROCKS RIVERS                                 ,Observational,10 FOOT PARSHALL FLUME              ,NULL,A,40.46075386,-109.9515281,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10694,16,2010,2025
DUCHESNE            ,Duchesne River,10702,US FARM CREEK                                                                   ,8923,*                                                                                                                                                                                                       ,Conveyance,NULL,10702,UINTA AND WHITEROCKS RIVERS                                 ,Observational,4 FOOT PARSHALL FLUME - CONCRETE    ,NULL,A,40.5498607,-109.9242075,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10702,16,2010,2025
DUCHESNE            ,Duchesne River,10707,UTELAND                                                                         ,7981,*                                                                                                                                                                                                       ,Conveyance,NULL,10707,LAKE FORK RIVER                                             ,Observational,                                    ,NULL,A,40.28750624,-110.2484898,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10707,17,2000,2025
DUCHESNE            ,Duchesne River,10709,WHITEROCKS - OURAY CANAL  8929                                                  ,8929,*                                                                                                                                                                                                       ,Conveyance,NULL,10709,UINTA AND WHITEROCKS RIVERS                                 ,Observational,10 FOOT PARSHALL FLUME              ,NULL,A,40.48961849,-109.9113038,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10709,16,2010,2025
DUCHESNE            ,Duchesne River,10710,YELLOWSTONE EXTENSION WEST NEOLA                                                ,9522,*                                                                                                                                                                                                       ,Conveyance,NULL,10710,LAKE FORK RIVER                                             ,Observational,                                    ,NULL,A,40.44602399,-110.0608178,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10710,15,2010,2024
DUCHESNE            ,Duchesne River,10712,YFC END                                                                         ,13205,*                                                                                                                                                                                                       ,Conveyance,NULL,10712,LAKE FORK RIVER                                             ,Observational,                                    ,NULL,A,40.46447551,-110.1384917,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10712,6,2020,2025
DUCHESNE            ,Duchesne River,10714,TWIN POTS CONTENT                                                               ,10303,*                                                                                                                                                                                                       ,Reservoir,NULL,10714,LAKE FORK RIVER                                             ,Observational,                                    ,NULL,A,40.51337478,-110.4374917,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10714,14,2012,2025
USGS                ,USGS Gage,10715,"USGS SPANISH FORK AT CASTILLA, UT                                               ",10150500,"SPANISH FORK AT CASTILLA, UT                                                                                                                                                                            ",Stream,1,10715,SPANISH FORK RIVER                                          ,Observational,                                    ,NULL,A,40.0493338,-111.5481475,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10715,5,2021,2025
USGS                ,USGS Gage,10717,"USGS DOLORES RIVER NEAR CISCO, UT                                               ",9180000,"USGS DOLORES RIVER NEAR CISCO, UT                                                                                                                                                                       ",Stream,NULL,10717,USGS GAGES                                                  ,Observational,                                    ,NULL,A,38.79774852,-109.1951588,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10717,76,1950,2025
USGS                ,USGS Gage,10718,"USGS COLORADO RIVER NEAR CISCO, UT                                              ",9180500,"USGS COLORADO RIVER NEAR CISCO, UT                                                                                                                                                                      ",Stream,NULL,10718,USGS GAGES                                                  ,Observational,                                    ,NULL,A,38.81136257,-109.2929798,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10718,109,1913,2025
USGS                ,USGS Gage,10719,"USGS PACK CREEK AT PACK CREEK ROAD BRIDGE NEAR MOAB, UT                         ",9184600,"USGS PACK CREEK AT PACK CREEK ROAD BRIDGE NEAR MOAB, UT                                                                                                                                                 ",Stream,NULL,10719,USGS GAGES                                                  ,Observational,                                    ,NULL,A,38.44577963,-109.3852526,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10719,4,2022,2025
USGS                ,USGS Gage,10720,"USGS COLORADO RIVER AT POTASH, UT                                               ",9185600,"USGS COLORADO RIVER AT POTASH, UT                                                                                                                                                                       ",Stream,NULL,10720,USGS GAGES                                                  ,Observational,                                    ,NULL,A,38.50552644,-109.6580327,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10720,12,2014,2025
USGS                ,USGS Gage,10721,"USGS BLACKS FORK NEAR ROBERTSON, WY                                             ",9217900,"USGS BLACKS FORK NEAR ROBERTSON, WY                                                                                                                                                                     ",Stream,NULL,10721,USGS GAGES                                                  ,Observational,                                    ,NULL,A,40.95903322,-110.5796317,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10721,55,1966,2025
USGS                ,USGS Gage,10722,"USGS GREEN RIVER NEAR GREENDALE, UT                                             ",9234500,"USGS GREEN RIVER NEAR GREENDALE, UT                                                                                                                                                                     ",Stream,NULL,10722,USGS GAGES                                                  ,Observational,                                    ,NULL,A,40.90832114,-109.4223476,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10722,76,1950,2025
USGS                ,USGS Gage,10723,"USGS GREEN RIVER NEAR JENSEN, UT                                                ",9261000,"USGS GREEN RIVER NEAR JENSEN, UT                                                                                                                                                                        ",Stream,NULL,10723,USGS GAGES                                                  ,Observational,                                    ,NULL,A,40.40968317,-109.2350419,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10723,80,1946,2025
USGS                ,USGS Gage,10724,"USGS GREEN RIVER AT OURAY, UTAH                                                 ",9272400,"USGS GREEN RIVER AT OURAY, UTAH                                                                                                                                                                         ",Stream,NULL,10724,USGS GAGES                                                  ,Observational,                                    ,NULL,A,40.08529548,-109.676877,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10724,17,2009,2025
USGS                ,USGS Gage,10725,"USGS DUCHESNE RIVER NEAR TABIONA, UT                                            ",9277500,"USGS DUCHESNE RIVER NEAR TABIONA, UT                                                                                                                                                                    ",Stream,NULL,10725,DUCHESNE RIVER                                              ,Observational,                                    ,NULL,A,40.30015562,-110.6023455,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10725,108,1918,2025
USGS                ,USGS Gage,10726,"USGS ROCK CREEK NEAR MOUNTAIN HOME, UT                                          ",9279000,"USGS ROCK CREEK NEAR MOUNTAIN HOME, UT                                                                                                                                                                  ",Stream,NULL,10726,USGS GAGES                                                  ,Observational,                                    ,NULL,A,40.49324193,-110.5770348,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10726,89,1937,2025
USGS                ,USGS Gage,10727,"USGS STRAWBERRY RIVER AT PINNACLES NEAR FRUITLAND, UT                           ",9285900,"USGS STRAWBERRY RIVER AT PINNACLES NEAR FRUITLAND, UT                                                                                                                                                   ",Stream,NULL,10727,USGS GAGES                                                  ,Observational,                                    ,NULL,A,40.12709223,-110.7419523,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10727,27,1989,2025
USGS                ,USGS Gage,10728,"USGS CURRANT CREEK NEAR FRUITLAND, UT                                           ",9288000,"USGS CURRANT CREEK NEAR FRUITLAND, UT                                                                                                                                                                   ",Stream,NULL,10728,USGS GAGES                                                  ,Observational,                                    ,NULL,A,40.20067289,-110.9076918,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10728,90,1935,2025
USGS                ,USGS Gage,10729,"USGS STRAWBERRY RIVER NEAR DUCHESNE, UT                                         ",9288180,"USGS STRAWBERRY RIVER NEAR DUCHESNE, UT                                                                                                                                                                 ",Stream,NULL,10729,DUCHESNE RIVER                                              ,Observational,                                    ,NULL,A,40.15469168,-110.5549149,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10729,58,1968,2025
USGS                ,USGS Gage,10730,"USGS LAKE FORK RIVER AB MOON LAKE, NR MOUNTAIN HOME, UT                         ",9289500,"USGS LAKE FORK RIVER AB MOON LAKE, NR MOUNTAIN HOME, UT                                                                                                                                                 ",Stream,NULL,10730,USGS GAGES                                                  ,Observational,                                    ,NULL,A,40.60675702,-110.526945,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10730,78,1933,2024
USGS                ,USGS Gage,10731,"USGS LAKE FORK RIVER BL MOON LAKE NR MOUNTAIN HOME, UT                          ",9291000,"USGS LAKE FORK RIVER BL MOON LAKE NR MOUNTAIN HOME, UT                                                                                                                                                  ",Stream,NULL,10731,USGS GAGES                                                  ,Observational,                                    ,NULL,A,40.55635385,-110.484546,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10731,84,1942,2025
USGS                ,USGS Gage,10732,"USGS YELLOWSTONE R @ BRIDGE CMPGRND NR ALTONAH, UT                              ",9292000,"USGS YELLOWSTONE R @ BRIDGE CMPGRND NR ALTONAH, UT                                                                                                                                                      ",Stream,NULL,10732,USGS GAGES                                                  ,Observational,                                    ,NULL,A,40.54635722,-110.3336551,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10732,30,1996,2025
USGS                ,USGS Gage,10733,"USGS YELLOWSTONE RIVER NEAR ALTONAH, UT                                         ",9292500,"USGS YELLOWSTONE RIVER NEAR ALTONAH, UT                                                                                                                                                                 ",Stream,NULL,10733,USGS GAGES                                                  ,Observational,                                    ,NULL,A,40.51194596,-110.3415914,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10733,82,1944,2025
USGS                ,USGS Gage,10734,"USGS DUCHESNE RIVER AT MYTON, UT                                                ",9295000,"USGS DUCHESNE RIVER AT MYTON, UT                                                                                                                                                                        ",Stream,NULL,10734,USGS GAGES                                                  ,Observational,                                    ,NULL,A,40.20014537,-110.0636884,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10734,116,1910,2025
USGS                ,USGS Gage,10735,"USGS UINTA R BLW POWERPLANT DIVERSION, NR NEOLA, UT                             ",9296800,"USGS UINTA R BLW POWERPLANT DIVERSION, NR NEOLA, UT                                                                                                                                                     ",Stream,NULL,10735,USGS GAGES                                                  ,Observational,                                    ,NULL,A,40.59126415,-110.1145232,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10735,36,1990,2025
USGS                ,USGS Gage,10736,"USGS WHITEROCKS RIVER NEAR WHITEROCKS, UT                                       ",9299500,"USGS WHITEROCKS RIVER NEAR WHITEROCKS, UT                                                                                                                                                               ",Stream,NULL,10736,USGS GAGES                                                  ,Observational,                                    ,NULL,A,40.59346133,-109.9320784,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10736,110,1909,2025
USGS                ,USGS Gage,10737,"USGS WHITE RIVER NEAR WATSON, UTAH                                              ",9306500,"USGS WHITE RIVER NEAR WATSON, UTAH                                                                                                                                                                      ",Stream,NULL,10737,USGS GAGES                                                  ,Observational,                                    ,NULL,A,39.97913785,-109.1786596,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10737,98,1923,2025
USGS                ,USGS Gage,10738,"USGS PRICE RIVER AT WOODSIDE, UT                                                ",9314500,"USGS PRICE RIVER AT WOODSIDE, UT                                                                                                                                                                        ",Stream,NULL,10738,USGS GAGES                                                  ,Observational,                                    ,NULL,A,39.2644052,-110.3427747,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10738,74,1945,2025
USGS                ,USGS Gage,10740,"USGS SAN RAFAEL RIVER NEAR GREEN RIVER, UT                                      ",9328500,"USGS SAN RAFAEL RIVER NEAR GREEN RIVER, UT                                                                                                                                                              ",Stream,NULL,10740,USGS GAGES                                                  ,Observational,                                    ,NULL,A,38.8582353,-110.3698595,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10740,91,1909,2025
USGS                ,USGS Gage,10741,"USGS SAN RAFAEL RIVER AT MOUTH NEAR GREEN RIVER, UT                             ",9328910,"USGS SAN RAFAEL RIVER AT MOUTH NEAR GREEN RIVER, UT                                                                                                                                                     ",Stream,NULL,10741,USGS GAGES                                                  ,Observational,                                    ,NULL,A,38.75768089,-110.1434685,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10741,11,2015,2025
USGS                ,USGS Gage,10742,USGS GREEN RIVER AT MINERAL BOTTOM NR CYNLNDS NTL PARK                          ,9328920,USGS GREEN RIVER AT MINERAL BOTTOM NR CYNLNDS NTL PARK                                                                                                                                                  ,Stream,NULL,10742,USGS GAGES                                                  ,Observational,                                    ,NULL,A,38.52437646,-109.9948536,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10742,12,2014,2025
USGS                ,USGS Gage,10743,"USGS SEVEN MILE CREEK NEAR FISH LAKE, UT                                        ",9329050,"USGS SEVEN MILE CREEK NEAR FISH LAKE, UT                                                                                                                                                                ",Stream,NULL,10743,USGS GAGES                                                  ,Observational,                                    ,NULL,A,38.6277884,-111.6477924,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10743,53,1964,2025
