COLLECTION_SYSTEM,collection_sys_description,MasterStationID,MasterStationName,CollectionStationName,COMMENTS,SiteType,ANALOG_CHANNEL,STATION_ID,SYSTEM_NAME,DatasetType,MEASURING_DEVICE,DEVICE_TYPE,STATUS,LAT,LON,DataEntryMethod,Telemetry,StationPage,NoOfYears,StartYr,EndYr,TOTAL_RECORDS,TOTAL_NEGATIVE,TOTAL_ZERO,TOTAL_95th,TOTAL_IQR,TOTAL_RoC,TOTAL_REPEATED,TOTAL_IF,TOTAL_RSD,TOTAL_FLAGGED,NEGATIVE_RATIO,ZERO_RATIO,DISCHARGE_RATIO,IQR_RATIO,RoC_RATIO,REPEATED_RATIO,IF_RATIO,RSD_RATIO,TOTAL_IR_RECORDS,TOTAL_IR_NEGATIVE,TOTAL_IR_ZERO,TOTAL_IR_95th,TOTAL_IR_IQR,TOTAL_IR_RoC,TOTAL_IR_REPEATED,TOTAL_IR_IF,TOTAL_IR_RSD,TOTAL_IR_FLAGGED,NEGATIVE_IR_RATIO,ZERO_IR_RATIO,DISCHARGE_IR_RATIO,IQR_IR_RATIO,RoC_IR_RATIO,REPEATED_IR_RATIO,IF_IR_RATIO,RSD_IR_RATIO,TOTAL_NIR_RECORDS,TOTAL_NIR_NEGATIVE,TOTAL_NIR_ZERO,TOTAL_NIR_95th,TOTAL_NIR_IQR,TOTAL_NIR_RoC,TOTAL_NIR_REPEATED,TOTAL_NIR_IF,TOTAL_NIR_RSD,TOTAL_NIR_FLAGGED,NEGATIVE_NIR_RATIO,ZERO_NIR_RATIO,DISCHARGE_NIR_RATIO,IQR_NIR_RATIO,RoC_NIR_RATIO,REPEATED_NIR_RATIO,IF_NIR_RATIO,RSD_NIR_RATIO,TOTAL_IR_FLAGGED_RATIO,TOTAL_NIR_FLAGGED_RATIO,TOTAL_FLAGGED_RATIO,TOTAL_NO_FLAG,TOTAL_IR_NO_FLAG,TOTAL_NIR_NO_FLAG,TOTAL_NO_FLAG_RATIO,TOTAL_IR_NO_FLAG_RATIO,TOTAL_NIR_NO_FLAG_RATIO
EMERY               ,Emery County,10994,HUNTINGTON RESERVOIR                                                            ,6470,                                                                                                                                                                                                        ,Reservoir,1,10994,SOUTH EAST REGION                                           ,Observational,                                    ,,A,39.59219401,-111.2673786,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10994,13,2010,2022,4275,0,0,204,149,0,2598,214,0,2701,0,0,7.552758237689744,5.516475379489078,0,96.18659755646057,7.922991484635321,0,2148,0,0,204,82,0,819,146,0,917,0,0,22.24645583424209,8.942202835332607,0,89.31297709923665,15.921483097055617,0,2127,0,0,0,67,0,1779,68,0,1784,0,0,0,3.755605381165919,0,99.71973094170403,3.811659192825112,0,42.69,83.87,63.18,1574,1231,343,36.81871345,57.30912477,16.12599906
EMERY               ,Emery County,10995,ROLFSON RESERVOIR (HEIGHT)                                                      ,6597,                                                                                                                                                                                                        ,Reservoir,1,10995,SOUTH EAST REGION                                           ,Observational,                                    ,,A,39.56016194,-111.2558023,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10995,12,2010,2025,3772,0,0,182,302,0,489,15,0,687,0,0,26.49199418,43.95924308588064,0,71.17903930131004,2.1834061135371177,0,1908,0,0,179,178,0,351,4,0,535,0,0,33.45794392523365,33.271028037383175,0,65.60747663551402,0.7476635514018692,0,1864,0,0,3,124,0,138,11,0,152,0,0,1.9736842105263157,81.57894736842105,0,90.78947368421053,7.236842105263158,0,28.04,8.15,18.21,3085,1373,1712,81.78685048,71.96016771,91.84549356
EMERY               ,Emery County,10996,CLEVELAND RESERVOIR                                                             ,6295,                                                                                                                                                                                                        ,Reservoir,1,10996,SOUTH EAST REGION                                           ,Observational,                                    ,,A,39.57735391,-111.238826,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10996,16,2010,2025,5438,0,0,247,161,0,1973,272,0,2302,0,0,10.729800173761946,6.993918331885316,0,85.70807993049522,11.815812337098174,0,2697,0,0,247,59,0,571,134,0,772,0,0,31.994818652849744,7.642487046632124,0,73.96373056994818,17.357512953367877,0,2741,0,0,0,102,0,1402,138,0,1530,0,0,0,6.666666666666667,0,91.63398692810458,9.019607843137255,0,28.62,55.82,42.33,3136,1925,1211,57.66826039,71.37560252,44.18095586
EMERY               ,Emery County,10997,MILLER FLAT RESERVOIR                                                           ,9186,                                                                                                                                                                                                        ,Reservoir,1,10997,SOUTH EAST REGION                                           ,Observational,                                    ,,A,39.54058913,-111.2427502,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10997,16,2010,2025,5524,0,0,275,302,0,547,90,0,843,0,0,32.62158956109134,35.82443653618031,0,64.88730723606169,10.676156583629894,0,2744,0,0,273,124,0,235,71,0,515,0,0,53.00970873786408,24.07766990291262,0,45.63106796116505,13.78640776699029,0,2780,0,0,2,178,0,312,19,0,328,0,0,0.6097560975609756,54.268292682926834,0,95.12195122,5.7926829268292686,0,18.77,11.8,15.26,4681,2229,2452,84.73931933,81.23177843,88.20143885
EMERY               ,Emery County,10999,NEW ELECTRIC LAKE SPILLWAY                                                      ,13658,                                                                                                                                                                                                        ,Reservoir,1,10999,SOUTH EAST REGION                                           ,Observational,                                    ,,A,39.59930089,-111.2094137,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10999,4,2022,2025,1080,0,0,54,0,0,0,54,0,105,0,0,51.42857142857142,0,0,0,51.42857142857142,0,538,0,0,54,0,0,0,54,0,105,0,0,51.42857142857142,0,0,0,51.42857142857142,0,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.52,0,9.72,975,433,542,90.27777778,80.48327138,100
EMERY               ,Emery County,11001,HUNTINGTON NORTH RESERVOIR (HEIGHT)                                             ,6461,                                                                                                                                                                                                        ,Reservoir,1,11001,SOUTH EAST REGION                                           ,Observational,                                    ,,A,39.34881413,-110.9497222,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11001,17,2009,2025,5545,10,0,243,14,0,272,276,10,659,1.5174506828528074,0,36.874051593323216,2.124430956,0,41.274658573596355,41.88163884673748,1.5174506828528074,2755,4,0,84,5,0,130,100,4,283,1.4134275618374559,0,29.681978798586574,1.766784452,0,45.936395759717314,35.33568905,1.4134275618374559,2790,6,0,159,9,0,142,176,6,376,1.5957446808510638,0,42.28723404255319,2.393617021276596,0,37.765957446808514,46.808510638297875,1.5957446808510638,10.27,13.48,11.88,4886,2472,2414,88.1154193,89.7277677,86.52329749
EMERY               ,Emery County,11005,HUNTINGTON CLEVELAND UPPER POND (HEIGHT)                                        ,10465,                                                                                                                                                                                                        ,Reservoir,1,11005,SOUTH EAST REGION                                           ,Observational,                                    ,,A,39.36102485,-110.9906928,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11005,14,2012,2025,4662,0,0,234,146,0,0,234,0,388,0,0,60.30927835051546,37.628865979381445,0,0,60.30927835051546,0,2307,0,0,75,121,0,0,140,0,204,0,0,36.76470588235294,59.31372549019608,0,0,68.62745098039215,0,2355,0,0,159,25,0,0,94,0,184,0,0,86.41304347826086,13.586956521739129,0,0,51.08695652173913,0,8.84,7.81,8.32,4274,2103,2171,91.67739168,91.1573472,92.18683652
EMERY               ,Emery County,11006,HUNTINGTON CLEVELAND UPPER POND (ACRE FEET)                                     ,10466,                                                                                                                                                                                                        ,Reservoir,1,11006,SOUTH EAST REGION                                           ,Observational,                                    ,,A,39.36106425,-110.9906901,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11006,14,2012,2025,4650,0,0,231,80,0,0,233,0,384,0,0,60.15625,20.833333333333336,0,0,60.677083333333336,0,2307,0,0,80,59,0,0,141,0,210,0,0,38.095238095238095,28.095238095238095,0,0,67.14285714285714,0,2343,0,0,151,21,0,0,92,0,174,0,0,86.7816092,12.068965517241379,0,0,52.87356321839081,0,9.1,7.43,8.26,4266,2097,2169,91.74193548,90.89726918,92.57362356
EMERY               ,Emery County,11007,NORTH DITCH DIVERSION                                                           ,12907,                                                                                                                                                                                                        ,Reservoir,1,11007,SOUTH EAST REGION                                           ,Observational,                                    ,,A,39.09864122,-111.1858709,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11007,7,2019,2025,2063,0,833,62,123,7,5,62,9,964,0,86.41078838174275,6.431535269709543,12.759336099585061,0.7261410788381742,0.5186721991701244,6.431535269709543,0.9336099585062241,975,0,498,24,35,2,0,22,7,534,0,93.25842696629213,4.494382022,6.5543071161048685,0.37453183520599254,0,4.119850187265917,1.3108614232209739,1088,0,335,38,88,5,5,40,2,430,0,77.90697674418605,8.837209302325581,20.46511627906977,1.1627906976744187,1.1627906976744187,9.302325581,0.46511627906976744,54.77,39.52,46.73,1099,441,658,53.27193408,45.23076923,60.47794118
EMERY               ,Emery County,11012,HUNTINGTON CLEVELAND SNOWBALL POND (HEIGHT)                                     ,6450,                                                                                                                                                                                                        ,Reservoir,1,11012,SOUTH EAST REGION                                           ,Observational,                                    ,,A,39.37583545,-110.867813,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11012,16,2010,2025,5458,1008,0,223,1,0,0,223,0,1319,76.42153146322971,0,16.90674753601213,0.075815011,0,0,16.90674753601213,0,2702,2,0,223,0,0,0,136,0,226,0.8849557522123894,0,98.67256637168141,0,0,0,60.17699115044248,0,2756,1006,0,0,1,0,0,87,0,1093,92.04025617566332,0,0,0.091491308,0,0,7.959743824336687,0,8.36,39.66,24.17,4139,2476,1663,75.8336387,91.63582531,60.34107402
EMERY               ,Emery County,11017,JOES RESERVOIR OUTLET FLOW                                                      ,6309,                                                                                                                                                                                                        ,Reservoir,1,11017,SOUTH EAST REGION                                           ,Observational,                                    ,,A,39.28758033,-111.2664847,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11017,16,2010,2025,4669,0,1,234,329,69,0,234,133,335,0,0.2985074626865672,69.85074626865672,98.20895522,20.597014925373134,0,69.85074626865672,39.701492537313435,2452,0,1,76,149,18,0,75,32,152,0,0.6578947368421052,50,98.02631578947368,11.842105263157894,0,49.34210526315789,21.052631578947366,2217,0,0,158,180,51,0,159,101,183,0,0,86.33879781420765,98.36065573770492,27.86885245901639,0,86.88524590163934,55.19125683060109,6.2,8.25,7.17,4334,2300,2034,92.82501606,93.80097879,91.74560217
EMERY               ,Emery County,11018,HUNTINGTON NORTH RESERVOIR                                                      ,6458,                                                                                                                                                                                                        ,Reservoir,1,11018,SOUTH EAST REGION                                           ,Observational,                                    ,,A,39.34881413,-110.9497222,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11018,17,2009,2025,5547,0,0,243,4,0,272,276,0,634,0,0,38.32807570977918,0.6309148264984227,0,42.90220820189275,43.53312302839117,0,2763,0,0,84,1,0,130,108,0,278,0,0,30.215827338129497,0.3597122302158274,0,46.76258992805755,38.84892086330935,0,2784,0,0,159,3,0,142,168,0,356,0,0,44.662921348314605,0.8426966292134831,0,39.88764045,47.19101123595505,0,10.06,12.79,11.43,4913,2485,2428,88.57039841,89.93847267,87.21264368
EMERY               ,Emery County,11020,MILLSITE RESERVOIR HEIGHT                                                       ,12770,                                                                                                                                                                                                        ,Reservoir,1,11020,SOUTH EAST REGION                                           ,Observational,                                    ,,A,39.0999114,-111.1889223,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11020,8,2018,2025,2271,0,0,114,0,0,33,114,0,176,0,0,64.77272727272727,0,0,18.75,64.77272727272727,0,1107,0,0,114,0,0,0,111,0,140,0,0,81.42857142857143,0,0,0,79.28571428571428,0,1164,0,0,0,0,0,33,3,0,36,0,0,0,0,0,91.66666666666666,8.333333333333332,0,12.65,3.09,7.75,2095,967,1128,92.25011008,87.35320687,96.90721649
EMERY               ,Emery County,11021,MILLSITE VAULT OUTLET                                                           ,13456,                                                                                                                                                                                                        ,Reservoir,1,11021,SOUTH EAST REGION                                           ,Observational,                                    ,,A,39.09952087,-111.1875378,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11021,6,2020,2025,1565,0,0,79,0,0,0,79,0,79,0,0,100,0,0,0,100,0,728,0,0,77,0,0,0,77,0,77,0,0,100,0,0,0,100,0,837,0,0,2,0,0,0,2,0,2,0,0,100,0,0,0,100,0,10.58,0.24,5.05,1486,651,835,94.95207668,89.42307692,99.76105137
EMERY               ,Emery County,11022,HUNTINGTON RESERVOIR OUTFLOW                                                    ,13705,                                                                                                                                                                                                        ,Reservoir,1,11022,SOUTH EAST REGION                                           ,Observational,                                    ,,A,39.5841943,-111.2619987,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11022,4,2022,2025,1028,0,210,41,58,12,0,41,7,269,0,78.06691449814126,15.241635687732341,21.561338289962826,4.4609665427509295,0,15.241635687732341,2.6022304832713754,486,0,128,1,14,2,0,3,1,142,0,90.14084507042254,0.7042253521126761,9.859154929577464,1.4084507042253522,0,2.112676056338028,0.7042253521126761,542,0,82,40,44,10,0,38,6,127,0,64.56692913385827,31.496062992125985,34.645669291338585,7.874015748031496,0,29.92125984251969,4.724409448818897,29.22,23.43,26.17,759,344,415,73.83268482,70.781893,76.56826568
SPRINGVILLE_IRR     ,Springville Irrigation,11036,SPRINGVILLE IRR DITCH 1                                                         ,DITCH 1                                 ,Radio ADD: 102 CH:1                                                                                                                                                                                     ,Conveyance,1,11036,HOBBLE CREEK                                                ,Observational,Ramp Flume with Potentiometer       ,,A,40.15008544,-111.564112,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11036,2,2024,2025,198,0,184,1,186,0,0,1,0,187,0,98.39572193,0.534759358,99.46524064171123,0,0,0.534759358,0,24,0,10,1,12,0,0,1,0,13,0,76.92307692307693,7.6923076923076925,92.30769231,0,0,7.6923076923076925,0,174,0,174,0,174,0,0,0,0,174,0,100,0,100,0,0,0,0,54.17,100,94.44,11,11,0,5.555555556,45.83333333,0
RockBlock           ,Rockblock satellite data collection,11122,CHEPETA LAKE ELEVATION                                                          ,Chepeta Lake Elevation                  ,Chepeta Lake elevation retrieved thru outlet logger and sat modem                                                                                                                                       ,Reservoir,1,11122,UINTA AND WHITEROCKS RIVERS                                 ,Observational,Pressure Transducer                 ,,A,40.787496,-110.014343,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11122,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
RockBlock           ,Rockblock satellite data collection,11123,CHEPETA LAKE RELEASE                                                            ,Chepeta Lake Release                    ,Chepeta Lake Release via sat modem                                                                                                                                                                      ,Reservoir Release,1,11123,UINTA AND WHITEROCKS RIVERS                                 ,Observational,4-ft Parshall Flume                 ,,A,40.78706348,-110.014185,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11123,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
RockBlock           ,Rockblock satellite data collection,11124,PARADISE PARK ELEVATION                                                         ,Paradise Park Elevation                 ,Paradise Park Elevation retrieved through release logger                                                                                                                                                ,Reservoir,1,11124,UINTA AND WHITEROCKS RIVERS                                 ,Observational,Pressure Transducer                 ,,A,40.66675288,-109.9163206,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11124,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
RockBlock           ,Rockblock satellite data collection,11125,PARADISE PARK RELEASE                                                           ,Paradise Park Release                   ,Paradise Park Release                                                                                                                                                                                   ,Reservoir Release,1,11125,UINTA AND WHITEROCKS RIVERS                                 ,Observational,4-ft Parshall Flume                 ,,A,40.66606274,-109.9156861,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11125,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
CU_SCADA            ,CUWCD Scada,11129,270 UPPER STILLWATER SURFACE AREA                                               ,SWRESELV_HIST                           ,Upper Stillwater Reservoir Elevation                                                                                                                                                                    ,Reservoir,1,11129,DUCHESNE RIVER                                              ,Observational,                                    ,,A,40.55988803,-110.6982503,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11129,2,2024,2025,206,0,0,11,6,0,0,11,0,22,0,0,50,27.27272727272727,0,0,50,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,11,6,0,0,11,0,22,0,0,50,27.27272727272727,0,0,50,0,0,12.57,10.68,184,31,153,89.32038835,100,87.42857143
CU_SCADA            ,CUWCD Scada,11130,610 CURRANT CREEK RESERVOIR SURFACE AREA                                        ,CCRESELV_HIST                           ,Currant Creek Elevation                                                                                                                                                                                 ,Reservoir,1,11130,DUCHESNE RIVER                                              ,Observational,                                    ,,A,40.33318995,-111.0516963,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11130,2,2024,2025,206,0,0,11,0,0,4,11,0,23,0,0,47.82608695652174,0,0,17.391304347826086,47.82608695652174,0,31,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,100,0,175,0,0,11,0,0,4,8,0,20,0,0,55.00000000000001,0,0,20,40,0,9.68,11.43,11.17,183,28,155,88.83495146,90.32258065,88.57142857
CU_SCADA            ,CUWCD Scada,11152,380 STARVATION RESERVOIR SURFACE AREA                                           ,SDRESELEV_HIST                          ,Starvation Elevation                                                                                                                                                                                    ,Reservoir,1,11152,DUCHESNE RIVER                                              ,Observational,                                    ,,A,40.19313596,-110.4447086,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11152,2,2024,2025,189,0,0,10,0,0,0,10,0,12,0,0,83.33333333333334,0,0,0,83.33333333333334,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,10,0,0,0,10,0,12,0,0,83.33333333333334,0,0,0,83.33333333333334,0,0,7.5,6.35,177,29,148,93.65079365,100,92.5
CU_SCADA            ,CUWCD Scada,11158,555 STRAWBERRY RESERVOIR SURFACE AREA                                           ,SCRESEL_HIST                            ,Strawberry Reservoir Elevation                                                                                                                                                                          ,Reservoir,1,11158,DUCHESNE RIVER                                              ,Observational,                                    ,,A,40.13976433,-111.0274035,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11158,2,2024,2025,202,0,0,11,0,0,17,11,0,30,0,0,36.666666666666664,0,0,56.666666666666664,36.666666666666664,0,27,0,0,11,0,0,0,9,0,11,0,0,100,0,0,0,81.81818181818183,0,175,0,0,0,0,0,17,2,0,19,0,0,0,0,0,89.47368421052632,10.526315789473683,0,40.74,10.86,14.85,172,16,156,85.14851485,59.25925926,89.14285714
ProvoPW             ,Provo Public Works,11172,01.02.02 SPRING CREEK DISCHARGE TO UTAH LAKE                                    ,SpringCreekWebData_files/sheet038.html  ,Gets data from https://www.provopw.org/resources/reports/water/canal/SpringCreekWebData.html                                                                                                            ,Stream,1,11172,UTAH LAKE/JORDAN RIVER                                      ,Observational,Flume on Spring Creek               ,,A,40.18395459,-111.6153479,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11172,19,2006,2024,6784,0,0,340,304,7,159,336,0,611,0,0,55.646481178396066,49.754500818330605,1.1456628477905073,26.02291325695581,54.99181669394435,0,3453,0,0,184,157,3,100,178,0,340,0,0,54.11764705882353,46.17647059,0.8823529411764706,29.411764705882355,52.352941176470594,0,3331,0,0,156,147,4,59,158,0,271,0,0,57.564575645756456,54.24354243542435,1.4760147601476015,21.771217712177123,58.30258302583026,0,9.85,8.14,9.01,6173,3113,3060,90.99351415,90.15348972,91.86430501
PRICE_DL            ,Price River Dataloggers,11243,SACCO`S DIVERSION                                                               ,Sacco's Diversion                       ,                                                                                                                                                                                                        ,Conveyance,1,11243,PRICE RIVER                                                 ,Observational,Parshall Flume                      ,FLOWMETER   ,A,39.44026241,-110.6638465,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11243,1,2024,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
CU_SCADA            ,CUWCD Scada,11245,270 UPPER STILLWATER RES. SPILLWAY                                              ,SWSPFLOW_HIST                           ,Upper Stillwater Res Rock Creek Inflow                                                                                                                                                                  ,Reservoir Release,1,11245,DUCHESNE RIVER                                              ,Observational,                                    ,,A,40.55984393,-110.6982488,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11245,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
UINTA_RIVER_DL      ,Loggernet collection system for Uinta River Sites run by Water Rights,11249,UINTA RIVER POWERPLANT CANAL                                                    ,Uinta River Powerplant Canal            ,MLEA Powerplant Main Diversion                                                                                                                                                                          ,Hydropower,1,11249,UINTA AND WHITEROCKS RIVERS                                 ,Observational,8-ft Long Throated Ramp Flume       ,STAGE       ,A,40.59738538,-110.1170642,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11249,2,2024,2025,81,0,2,4,30,0,28,4,0,58,0,3.4482758620689653,6.896551724137931,51.724137931034484,0,48.275862068965516,6.896551724137931,0,8,0,0,0,8,0,0,1,0,8,0,0,0,100,0,0,12.5,0,73,0,2,4,22,0,28,3,0,50,0,4,8,44,0,56.00000000000001,6,0,100,68.49,71.6,23,0,23,28.39506173,0,31.50684932
PRICE_DL            ,Price River Dataloggers,11250,MARSING WASH CULVERT                                                            ,MARSING WASH CULVERT                    ,                                                                                                                                                                                                        ,Stream,1,11250,PRICE RIVER                                                 ,Observational,Area - velocity meter               ,FLOWMETER   ,A,39.43957884,-110.6641968,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11250,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
DUCHESNE            ,Duchesne River,11257,MONTEZ CREEK CANAL                                                              ,14171,                                                                                                                                                                                                        ,Conveyance,1,11257,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,,A,40.42866962,-110.0089722,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11257,3,2023,2025,469,0,173,15,26,2,0,15,0,199,0,86.93467336683418,7.537688442211055,13.06532663316583,1.0050251256281406,0,7.537688442211055,0,188,0,50,3,13,0,0,7,0,63,0,79.36507936507937,4.761904761904762,20.634920634920633,0,0,11.11111111111111,0,281,0,123,12,13,2,0,8,0,136,0,90.44117647058823,8.823529411764707,9.558823529411764,1.4705882352941175,0,5.882352941,0,33.51,48.4,42.43,270,125,145,57.56929638,66.4893617,51.60142349
DUCHESNE            ,Duchesne River,11264,E BIFURCATION RIVER FLOW                                                        ,14166,                                                                                                                                                                                                        ,Stream,1,11264,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,,A,40.47199995,-109.9564687,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11264,2,2024,2025,386,8,77,15,12,7,0,15,0,102,7.8431372549019605,75.49019607843137,14.705882352941178,11.76470588235294,6.862745098039216,0,14.705882352941178,0,193,8,54,15,12,7,0,15,0,79,10.126582278481013,68.35443037974683,18.98734177,15.18987341772152,8.860759493670885,0,18.98734177,0,193,0,23,0,0,0,0,0,0,23,0,100,0,0,0,0,0,0,40.93,11.92,26.42,284,114,170,73.57512953,59.06735751,88.08290155
DUCHESNE            ,Duchesne River,11265,E BIFURCATION CANAL FLOW                                                        ,14165,                                                                                                                                                                                                        ,Stream,1,11265,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,,A,40.47165198,-109.9567085,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11265,2,2024,2025,386,0,2,20,11,0,0,20,0,30,0,6.666666666666667,66.66666666666666,36.666666666666664,0,0,66.66666666666666,0,193,0,0,20,11,0,0,18,0,26,0,0,76.92307692307693,42.30769230769231,0,0,69.23076923076923,0,193,0,2,0,0,0,0,2,0,4,0,50,0,0,0,0,50,0,13.47,2.07,7.77,356,167,189,92.22797927,86.52849741,97.92746114
DUCHESNE            ,Duchesne River,11266,UINTA RIVER WEST CHANNEL 7786                                                   ,7786,                                                                                                                                                                                                        ,Stream,1,11266,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,,A,40.4613407,-109.9515448,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=11266,3,2023,2025,716,0,324,20,0,0,0,20,0,348,0,93.10344827586206,5.747126436781609,0,0,0,5.747126436781609,0,355,0,144,20,0,0,0,19,0,167,0,86.22754491017965,11.976047904191617,0,0,0,11.377245508982035,0,361,0,180,0,0,0,0,1,0,181,0,99.44751381,0,0,0,0,0.5524861878453038,0,47.04,50.14,48.6,368,188,180,51.39664804,52.95774648,49.86149584
