COLLECTION_SYSTEM,collection_sys_description,MasterStationID,MasterStationName,CollectionStationName,COMMENTS,SiteType,ANALOG_CHANNEL,STATION_ID,SYSTEM_NAME,DatasetType,MEASURING_DEVICE,DEVICE_TYPE,STATUS,LAT,LON,DataEntryMethod,Telemetry,StationPage,NoOfYears,StartYr,EndYr,TOTAL_RECORDS,TOTAL_NEGATIVE,TOTAL_ZERO,TOTAL_95th,TOTAL_IQR,TOTAL_RoC,TOTAL_REPEATED,TOTAL_IF,TOTAL_FLAGGED,FLAG_RATIO,ZERO_RATIO
DUCHESNE            ,Duchesne River,10685,STATE ROAD TURN OUT                                                             ,9284,*                                                                                                                                                                                                       ,Conveyance,,10685,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,,A,40.41011632,-110.1138108,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10685,10,2010,2022,2207,36,1584,30,65,2,63,30,1715,77.71%,71.77%
DUCHESNE            ,Duchesne River,10687,TN DODD 8851                                                                    ,8851,*                                                                                                                                                                                                       ,Conveyance,,10687,UINTA AND WHITEROCKS RIVERS                                 ,Observational,4 FOOT PARSHALL FLUME               ,,A,40.51361628,-110.0295732,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10687,16,2010,2025,4826,0,25,239,457,0,99,239,580,12.02%,0.52%
DUCHESNE            ,Duchesne River,10688,TWIN POTS FLOW                                                                  ,8858,*                                                                                                                                                                                                       ,Reservoir Release,,10688,LAKE FORK RIVER                                             ,Observational,Steel Parshall Flume                ,,A,40.51432702,-110.4378293,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10688,16,2010,2025,4658,0,1742,146,619,1,193,145,2579,55.37%,37.40%
DUCHESNE            ,Duchesne River,10689,TWIN POTS HEIGHT                                                                ,9951,*                                                                                                                                                                                                       ,Reservoir,,10689,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.51337478,-110.4374917,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10689,16,2010,2025,4351,0,159,208,2,2,910,210,1420,32.64%,3.65%
DUCHESNE            ,Duchesne River,10690,U.S. DEEP CREEK CANAL 8861                                                      ,8861,*                                                                                                                                                                                                       ,Conveyance,,10690,UINTA AND WHITEROCKS RIVERS                                 ,Observational,6 FOOT PARSHALL FLUME               ,,A,40.42606247,-109.9029637,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10690,15,2010,2024,4935,0,927,200,2,3,62,200,1210,24.52%,18.78%
DUCHESNE            ,Duchesne River,10691,U.S. WHITE ROCKS 8865                                                           ,8865,*                                                                                                                                                                                                       ,Conveyance,,10691,UINTA AND WHITEROCKS RIVERS                                 ,Observational,6 FOOT PARSHALL FLUME W/ RECORDER   ,,A,40.55068165,-109.9206505,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10691,16,2010,2025,5246,0,345,243,0,0,98,245,734,13.99%,6.58%
DUCHESNE            ,Duchesne River,10692,UINTA CANAL 8873                                                                ,8873,*                                                                                                                                                                                                       ,Conveyance,,10692,UINTA AND WHITEROCKS RIVERS                                 ,Observational,12 FOOT PARSHALL FLUME              ,,A,40.50551482,-110.0090905,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10692,12,1924,2025,1836,0,0,92,173,0,45,92,228,12.42%,0.00%
DUCHESNE            ,Duchesne River,10693,UINTA INDEPENDENT 8878                                                          ,8878,*                                                                                                                                                                                                       ,Conveyance,,10693,UINTA AND WHITEROCKS RIVERS                                 ,Observational,5 - FOOT PARSHALL FLUME             ,,A,40.47457375,-109.965583,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10693,16,2010,2025,4703,0,6,235,572,18,54,233,634,13.48%,0.13%
DUCHESNE            ,Duchesne River,10694,UINTAH NO. 1 CANAL 8882                                                         ,8882,*                                                                                                                                                                                                       ,Conveyance,,10694,UINTA AND WHITEROCKS RIVERS                                 ,Observational,10 FOOT PARSHALL FLUME              ,,A,40.46075386,-109.9515281,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10694,16,2010,2025,5188,0,45,258,276,0,240,258,617,11.89%,0.87%
DUCHESNE            ,Duchesne River,10702,US FARM CREEK                                                                   ,8923,*                                                                                                                                                                                                       ,Conveyance,,10702,UINTA AND WHITEROCKS RIVERS                                 ,Observational,4 FOOT PARSHALL FLUME - CONCRETE    ,,A,40.5498607,-109.9242075,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10702,16,2010,2025,4705,0,15,234,98,8,37,233,310,6.59%,0.32%
DUCHESNE            ,Duchesne River,10707,UTELAND                                                                         ,7981,*                                                                                                                                                                                                       ,Conveyance,,10707,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.28750624,-110.2484898,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10707,17,2000,2025,3106,1,528,129,46,5,151,129,843,27.14%,17.00%
DUCHESNE            ,Duchesne River,10709,WHITEROCKS - OURAY CANAL  8929                                                  ,8929,*                                                                                                                                                                                                       ,Conveyance,,10709,UINTA AND WHITEROCKS RIVERS                                 ,Observational,10 FOOT PARSHALL FLUME              ,,A,40.48961849,-109.9113038,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10709,16,2010,2025,5012,0,9,251,304,2,48,251,387,7.72%,0.18%
DUCHESNE            ,Duchesne River,10710,YELLOWSTONE EXTENSION WEST NEOLA                                                ,9522,*                                                                                                                                                                                                       ,Conveyance,,10710,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.44602399,-110.0608178,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10710,15,2010,2024,3567,0,1981,80,0,1,20,80,2117,59.35%,55.54%
DUCHESNE            ,Duchesne River,10712,YFC END                                                                         ,13205,*                                                                                                                                                                                                       ,Conveyance,,10712,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.46447551,-110.1384917,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10712,6,2020,2025,1721,0,929,39,0,0,0,40,997,57.93%,53.98%
DUCHESNE            ,Duchesne River,10714,TWIN POTS CONTENT                                                               ,10303,*                                                                                                                                                                                                       ,Reservoir,,10714,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.51337478,-110.4374917,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10714,14,2012,2025,3692,0,0,185,0,0,907,185,1205,32.64%,0.00%
USGS                ,USGS Gage,10715,"USGS SPANISH FORK AT CASTILLA, UT                                               ",10150500,"SPANISH FORK AT CASTILLA, UT                                                                                                                                                                            ",Stream,1,10715,SPANISH FORK RIVER                                          ,Observational,                                    ,,A,40.0493338,-111.5481475,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10715,5,2021,2025,1442,0,0,73,36,0,26,72,107,7.42%,0.00%
USGS                ,USGS Gage,10717,"USGS DOLORES RIVER NEAR CISCO, UT                                               ",9180000,"USGS DOLORES RIVER NEAR CISCO, UT                                                                                                                                                                       ",Stream,,10717,USGS GAGES                                                  ,Observational,                                    ,,A,38.79774852,-109.1951588,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10717,76,1950,2025,27113,0,0,1337,4045,10,1764,1355,5803,21.40%,0.00%
USGS                ,USGS Gage,10718,"USGS COLORADO RIVER NEAR CISCO, UT                                              ",9180500,"USGS COLORADO RIVER NEAR CISCO, UT                                                                                                                                                                      ",Stream,,10718,USGS GAGES                                                  ,Observational,                                    ,,A,38.81136257,-109.2929798,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10718,109,1913,2025,38879,0,0,1937,5457,0,1675,1935,7231,18.60%,0.00%
USGS                ,USGS Gage,10719,"USGS PACK CREEK AT PACK CREEK ROAD BRIDGE NEAR MOAB, UT                         ",9184600,"USGS PACK CREEK AT PACK CREEK ROAD BRIDGE NEAR MOAB, UT                                                                                                                                                 ",Stream,,10719,USGS GAGES                                                  ,Observational,                                    ,,A,38.44577963,-109.3852526,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10719,4,2022,2025,956,0,0,48,174,5,31,48,206,21.55%,0.00%
USGS                ,USGS Gage,10720,"USGS COLORADO RIVER AT POTASH, UT                                               ",9185600,"USGS COLORADO RIVER AT POTASH, UT                                                                                                                                                                       ",Stream,,10720,USGS GAGES                                                  ,Observational,                                    ,,A,38.50552644,-109.6580327,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10720,12,2014,2025,3790,0,0,189,583,0,36,184,616,16.25%,0.00%
USGS                ,USGS Gage,10721,"USGS BLACKS FORK NEAR ROBERTSON, WY                                             ",9217900,"USGS BLACKS FORK NEAR ROBERTSON, WY                                                                                                                                                                     ",Stream,,10721,USGS GAGES                                                  ,Observational,                                    ,,A,40.95903322,-110.5796317,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10721,55,1966,2025,19184,0,0,956,2977,5,1905,960,4876,25.42%,0.00%
USGS                ,USGS Gage,10722,"USGS GREEN RIVER NEAR GREENDALE, UT                                             ",9234500,"USGS GREEN RIVER NEAR GREENDALE, UT                                                                                                                                                                     ",Stream,,10722,USGS GAGES                                                  ,Observational,                                    ,,A,40.90832114,-109.4223476,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10722,76,1950,2025,27210,0,0,1351,1298,4,5919,1360,7248,26.64%,0.00%
USGS                ,USGS Gage,10723,"USGS GREEN RIVER NEAR JENSEN, UT                                                ",9261000,"USGS GREEN RIVER NEAR JENSEN, UT                                                                                                                                                                        ",Stream,,10723,USGS GAGES                                                  ,Observational,                                    ,,A,40.40968317,-109.2350419,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10723,80,1946,2025,28671,0,0,1430,3573,0,934,1423,4630,16.15%,0.00%
USGS                ,USGS Gage,10724,"USGS GREEN RIVER AT OURAY, UTAH                                                 ",9272400,"USGS GREEN RIVER AT OURAY, UTAH                                                                                                                                                                         ",Stream,,10724,USGS GAGES                                                  ,Observational,                                    ,,A,40.08529548,-109.676877,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10724,17,2009,2025,5787,0,0,288,926,0,203,288,1141,19.72%,0.00%
USGS                ,USGS Gage,10725,"USGS DUCHESNE RIVER NEAR TABIONA, UT                                            ",9277500,"USGS DUCHESNE RIVER NEAR TABIONA, UT                                                                                                                                                                    ",Stream,,10725,DUCHESNE RIVER                                              ,Observational,                                    ,,A,40.30015562,-110.6023455,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10725,108,1918,2025,38898,0,0,1944,5149,5,4431,1944,9606,24.70%,0.00%
USGS                ,USGS Gage,10726,"USGS ROCK CREEK NEAR MOUNTAIN HOME, UT                                          ",9279000,"USGS ROCK CREEK NEAR MOUNTAIN HOME, UT                                                                                                                                                                  ",Stream,,10726,USGS GAGES                                                  ,Observational,                                    ,,A,40.49324193,-110.5770348,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10726,89,1937,2025,31958,0,0,1594,4756,1,3996,1595,8737,27.34%,0.00%
USGS                ,USGS Gage,10727,"USGS STRAWBERRY RIVER AT PINNACLES NEAR FRUITLAND, UT                           ",9285900,"USGS STRAWBERRY RIVER AT PINNACLES NEAR FRUITLAND, UT                                                                                                                                                   ",Stream,,10727,USGS GAGES                                                  ,Observational,                                    ,,A,40.12709223,-110.7419523,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10727,27,1989,2025,8929,0,0,445,1098,2,923,447,1968,22.04%,0.00%
USGS                ,USGS Gage,10728,"USGS CURRANT CREEK NEAR FRUITLAND, UT                                           ",9288000,"USGS CURRANT CREEK NEAR FRUITLAND, UT                                                                                                                                                                   ",Stream,,10728,USGS GAGES                                                  ,Observational,                                    ,,A,40.20067289,-110.9076918,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10728,90,1935,2025,32211,0,0,1603,3512,12,6690,1596,10261,31.86%,0.00%
USGS                ,USGS Gage,10729,"USGS STRAWBERRY RIVER NEAR DUCHESNE, UT                                         ",9288180,"USGS STRAWBERRY RIVER NEAR DUCHESNE, UT                                                                                                                                                                 ",Stream,,10729,DUCHESNE RIVER                                              ,Observational,                                    ,,A,40.15469168,-110.5549149,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10729,58,1968,2025,20686,0,0,1035,2897,4,1675,1033,4584,22.16%,0.00%
USGS                ,USGS Gage,10730,"USGS LAKE FORK RIVER AB MOON LAKE, NR MOUNTAIN HOME, UT                         ",9289500,"USGS LAKE FORK RIVER AB MOON LAKE, NR MOUNTAIN HOME, UT                                                                                                                                                 ",Stream,,10730,USGS GAGES                                                  ,Observational,                                    ,,A,40.60675702,-110.526945,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10730,78,1933,2024,27655,0,0,1383,3873,12,6765,1381,10628,38.43%,0.00%
USGS                ,USGS Gage,10731,"USGS LAKE FORK RIVER BL MOON LAKE NR MOUNTAIN HOME, UT                          ",9291000,"USGS LAKE FORK RIVER BL MOON LAKE NR MOUNTAIN HOME, UT                                                                                                                                                  ",Stream,,10731,USGS GAGES                                                  ,Observational,                                    ,,A,40.55635385,-110.484546,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10731,84,1942,2025,30315,0,11022,964,331,18,4901,964,16865,55.63%,36.36%
USGS                ,USGS Gage,10732,"USGS YELLOWSTONE R @ BRIDGE CMPGRND NR ALTONAH, UT                              ",9292000,"USGS YELLOWSTONE R @ BRIDGE CMPGRND NR ALTONAH, UT                                                                                                                                                      ",Stream,,10732,USGS GAGES                                                  ,Observational,                                    ,,A,40.54635722,-110.3336551,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10732,30,1996,2025,10463,0,0,523,1397,8,587,523,1980,18.92%,0.00%
USGS                ,USGS Gage,10733,"USGS YELLOWSTONE RIVER NEAR ALTONAH, UT                                         ",9292500,"USGS YELLOWSTONE RIVER NEAR ALTONAH, UT                                                                                                                                                                 ",Stream,,10733,USGS GAGES                                                  ,Observational,                                    ,,A,40.51194596,-110.3415914,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10733,82,1944,2025,29401,0,0,1463,3349,5,4736,1457,8070,27.45%,0.00%
USGS                ,USGS Gage,10734,"USGS DUCHESNE RIVER AT MYTON, UT                                                ",9295000,"USGS DUCHESNE RIVER AT MYTON, UT                                                                                                                                                                        ",Stream,,10734,USGS GAGES                                                  ,Observational,                                    ,,A,40.20014537,-110.0636884,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10734,116,1910,2025,41787,0,0,2086,3869,7,6117,2067,9935,23.78%,0.00%
USGS                ,USGS Gage,10735,"USGS UINTA R BLW POWERPLANT DIVERSION, NR NEOLA, UT                             ",9296800,"USGS UINTA R BLW POWERPLANT DIVERSION, NR NEOLA, UT                                                                                                                                                     ",Stream,,10735,USGS GAGES                                                  ,Observational,                                    ,,A,40.59126415,-110.1145232,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10735,36,1990,2025,12600,0,0,629,1278,14,810,630,2088,16.57%,0.00%
USGS                ,USGS Gage,10736,"USGS WHITEROCKS RIVER NEAR WHITEROCKS, UT                                       ",9299500,"USGS WHITEROCKS RIVER NEAR WHITEROCKS, UT                                                                                                                                                               ",Stream,,10736,USGS GAGES                                                  ,Observational,                                    ,,A,40.59346133,-109.9320784,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10736,110,1909,2025,37336,0,0,1862,3236,28,7736,1854,10908,29.22%,0.00%
USGS                ,USGS Gage,10737,"USGS WHITE RIVER NEAR WATSON, UTAH                                              ",9306500,"USGS WHITE RIVER NEAR WATSON, UTAH                                                                                                                                                                      ",Stream,,10737,USGS GAGES                                                  ,Observational,                                    ,,A,39.97913785,-109.1786596,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10737,98,1923,2025,35047,0,0,1753,4809,21,3240,1746,8259,23.57%,0.00%
USGS                ,USGS Gage,10738,"USGS PRICE RIVER AT WOODSIDE, UT                                                ",9314500,"USGS PRICE RIVER AT WOODSIDE, UT                                                                                                                                                                        ",Stream,,10738,USGS GAGES                                                  ,Observational,                                    ,,A,39.2644052,-110.3427747,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10738,74,1945,2025,26134,0,102,1301,3161,291,3147,1301,6426,24.59%,0.39%
USGS                ,USGS Gage,10740,"USGS SAN RAFAEL RIVER NEAR GREEN RIVER, UT                                      ",9328500,"USGS SAN RAFAEL RIVER NEAR GREEN RIVER, UT                                                                                                                                                              ",Stream,,10740,USGS GAGES                                                  ,Observational,                                    ,,A,38.8582353,-110.3698595,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10740,91,1909,2025,32299,0,667,1579,4044,213,4835,1580,9485,29.37%,2.07%
USGS                ,USGS Gage,10741,"USGS SAN RAFAEL RIVER AT MOUTH NEAR GREEN RIVER, UT                             ",9328910,"USGS SAN RAFAEL RIVER AT MOUTH NEAR GREEN RIVER, UT                                                                                                                                                     ",Stream,,10741,USGS GAGES                                                  ,Observational,                                    ,,A,38.75768089,-110.1434685,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10741,11,2015,2025,3505,0,235,164,422,8,26,164,683,19.49%,6.70%
USGS                ,USGS Gage,10742,USGS GREEN RIVER AT MINERAL BOTTOM NR CYNLNDS NTL PARK                          ,9328920,USGS GREEN RIVER AT MINERAL BOTTOM NR CYNLNDS NTL PARK                                                                                                                                                  ,Stream,,10742,USGS GAGES                                                  ,Observational,                                    ,,A,38.52437646,-109.9948536,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10742,12,2014,2025,4029,0,0,202,640,0,84,201,738,18.32%,0.00%
USGS                ,USGS Gage,10743,"USGS SEVEN MILE CREEK NEAR FISH LAKE, UT                                        ",9329050,"USGS SEVEN MILE CREEK NEAR FISH LAKE, UT                                                                                                                                                                ",Stream,,10743,USGS GAGES                                                  ,Observational,                                    ,,A,38.6277884,-111.6477924,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10743,53,1964,2025,18589,0,0,915,2469,18,3440,928,5901,31.74%,0.00%
USGS                ,USGS Gage,10744,USGS DIRTY DEVIL R AB POISON SP WSH NR HANKSVILLE UT                            ,9333500,USGS DIRTY DEVIL R AB POISON SP WSH NR HANKSVILLE UT                                                                                                                                                    ,Stream,,10744,USGS GAGES                                                  ,Observational,                                    ,,A,38.09422514,-110.4066662,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10744,71,1948,2025,25246,0,929,1196,1098,496,2616,1216,4869,19.29%,3.68%
USGS                ,USGS Gage,10745,"USGS PINE CREEK NEAR ESCALANTE, UT                                              ",9337000,"USGS PINE CREEK NEAR ESCALANTE, UT                                                                                                                                                                      ",Stream,,10745,USGS GAGES                                                  ,Observational,                                    ,,A,37.86251772,-111.6359679,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10745,75,1950,2025,26597,0,627,1275,1753,219,5621,1275,7910,29.74%,2.36%
USGS                ,USGS Gage,10746,"USGS ESCALANTE RIVER NEAR ESCALANTE, UT                                         ",9337500,"USGS ESCALANTE RIVER NEAR ESCALANTE, UT                                                                                                                                                                 ",Stream,,10746,USGS GAGES                                                  ,Observational,                                    ,,A,37.77802012,-111.5744862,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10746,71,1911,2025,24957,0,0,1217,2065,362,4377,1211,6411,25.69%,0.00%
USGS                ,USGS Gage,10747,"USGS MCELMO CREEK NEAR BLUFF, UTAH                                              ",9372200,"USGS MCELMO CREEK NEAR BLUFF, UTAH                                                                                                                                                                      ",Stream,,10747,USGS GAGES                                                  ,Observational,                                    ,,A,37.21977122,-109.1839304,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10747,4,2021,2024,1211,0,44,58,109,20,3,59,157,12.96%,3.63%
USGS                ,USGS Gage,10748,"USGS SOUTH CREEK ABOVE RESERVOIR NEAR MONTICELLO, UT                            ",9378170,"USGS SOUTH CREEK ABOVE RESERVOIR NEAR MONTICELLO, UT                                                                                                                                                    ",Stream,,10748,USGS GAGES                                                  ,Observational,                                    ,,A,37.84668826,-109.3695598,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10748,41,1985,2025,14426,0,1893,619,2113,37,3867,627,7808,54.12%,13.12%
USGS                ,USGS Gage,10749,"USGS RECAPTURE CREEK NEAR BLANDING, UT                                          ",9378630,"USGS RECAPTURE CREEK NEAR BLANDING, UT                                                                                                                                                                  ",Stream,,10749,USGS GAGES                                                  ,Observational,                                    ,,A,37.75554134,-109.4764989,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10749,61,1965,2025,21698,0,8534,659,2039,20,5566,659,16075,74.09%,39.33%
USGS                ,USGS Gage,10750,"USGS CHINLE CREEK AT MOUTH NEAR BLUFF,  UTAH                                    ",9379250,"USGS CHINLE CREEK AT MOUTH NEAR BLUFF,  UTAH                                                                                                                                                            ",Stream,,10750,USGS GAGES                                                  ,Observational,                                    ,,A,37.19981825,-109.7106192,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10750,4,2021,2024,1187,0,5,60,209,40,287,60,502,42.29%,0.42%
USGS                ,USGS Gage,10751,"USGS SAN JUAN RIVER NEAR BLUFF, UT                                              ",9379500,"USGS SAN JUAN RIVER NEAR BLUFF, UT                                                                                                                                                                      ",Stream,,10751,USGS GAGES                                                  ,Observational,                                    ,,A,37.15052033,-109.8667712,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10751,103,1914,2025,36685,0,16,1832,3928,51,759,1833,4882,13.31%,0.04%
USGS                ,USGS Gage,10752,"USGS PARIA RIVER NEAR KANAB, UTAH                                               ",9381800,"USGS PARIA RIVER NEAR KANAB, UTAH                                                                                                                                                                       ",Stream,,10752,USGS GAGES                                                  ,Observational,                                    ,,A,37.10745303,-111.9059318,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10752,24,2002,2025,8089,0,737,368,613,274,193,367,1598,19.76%,9.11%
USGS                ,USGS Gage,10753,"USGS KANAB CREEK NEAR KANAB, UT                                                 ",9403600,"USGS KANAB CREEK NEAR KANAB, UT                                                                                                                                                                         ",Stream,,10753,USGS GAGES                                                  ,Observational,                                    ,,A,37.10053853,-112.5479744,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10753,47,1979,2025,16890,0,0,832,1280,237,1760,828,3023,17.90%,0.00%
USGS                ,USGS Gage,10754,"USGS EAST FORK VIRGIN RIVER NEAR SPRINGDALE, UT                                 ",9404900,"USGS EAST FORK VIRGIN RIVER NEAR SPRINGDALE, UT                                                                                                                                                         ",Stream,,10754,EAST FORK VIRGIN RIVER                                      ,Observational,                                    ,,A,37.16392275,-112.9584969,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10754,35,1991,2025,12235,0,0,599,737,139,1434,606,2249,18.38%,0.00%
USGS                ,USGS Gage,10755,"USGS NORTH FORK VIRGIN RIVER NEAR SPRINGDALE, UT                                ",9405500,"USGS NORTH FORK VIRGIN RIVER NEAR SPRINGDALE, UT                                                                                                                                                        ",Stream,,10755,USGS GAGES                                                  ,Observational,                                    ,,A,37.20968941,-112.9784398,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10755,102,1923,2025,36222,0,0,1811,4924,193,4919,1802,9795,27.04%,0.00%
USGS                ,USGS Gage,10756,"USGS VIRGIN RIVER AT VIRGIN, UT                                                 ",9406000,"USGS VIRGIN RIVER AT VIRGIN, UT                                                                                                                                                                         ",Stream,,10756,USGS GAGES                                                  ,Observational,                                    ,,A,37.2037892,-113.1807433,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10756,111,1909,2025,39724,0,0,1983,4947,415,3930,1950,8765,22.06%,0.00%
USGS                ,USGS Gage,10757,"USGS VIRGIN RIVER ABOVE LA VERKIN CREEK NR LA VERKIN, UT                        ",9406100,"USGS VIRGIN RIVER AB LA VERKIN CREEK NR LA VERKIN, UT                                                                                                                                                   ",Stream,,10757,USGS GAGES                                                  ,Observational,                                    ,,A,37.1970744,-113.2850106,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10757,21,2005,2025,7120,0,0,356,917,97,114,355,1035,14.54%,0.00%
USGS                ,USGS Gage,10758,"USGS LEEDS CREEK NEAR LEEDS, UT                                                 ",9408000,"USGS LEEDS CREEK NEAR LEEDS, UT                                                                                                                                                                         ",Stream,,10758,USGS GAGES                                                  ,Observational,                                    ,,A,37.26765335,-113.3705792,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10758,62,1964,2025,22080,0,0,1059,2343,111,7297,1100,9070,41.08%,0.00%
