COLLECTION_SYSTEM,collection_sys_description,MasterStationID,MasterStationName,CollectionStationName,COMMENTS,SiteType,ANALOG_CHANNEL,STATION_ID,SYSTEM_NAME,DatasetType,MEASURING_DEVICE,DEVICE_TYPE,STATUS,LAT,LON,DataEntryMethod,Telemetry,StationPage,NoOfYears,StartYr,EndYr,TOTAL_RECORDS,TOTAL_NEGATIVE,TOTAL_ZERO,TOTAL_95th,TOTAL_IQR,TOTAL_RoC,TOTAL_REPEATED,TOTAL_IF,TOTAL_RSD,TOTAL_FLAGGED,FLAG_RATIO,ZERO_RATIO,REPEATED_RATIO
USGS                ,USGS Gage,10555,FERRON CREEK                                                                    ,09326500                                ,"USGS 09326500 FERRON CREEK (UPPER STATION) NEAR FERRON, UT                                                                                                                                              ",Stream,1.0,10555,FERRON CREEK                                                ,Observational,                                    ,,A,39.10406146,-111.216676,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10555,29,1997.0,2025.0,10025,0,0,501,1519,0,632,501,56,2148,21.43%,0.00%,29.42%
EMERY               ,Emery County,10562,NORTH LINE 36-INCH                                                              ,12772,North Line 36-inch #12772                                                                                                                                                                               ,Conveyance,1.0,10562,FERRON CREEK                                                ,Observational,                                    ,,A,39.09972518,-111.1877172,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10562,8,2018.0,2025.0,2266,0,481,90,0,0,57,89,0,654,28.86%,21.23%,8.72%
EMERY               ,Emery County,10563,SOUTH LINE 36-INCH                                                              ,12774,South Line 36-inch #12774                                                                                                                                                                               ,Conveyance,1.0,10563,FERRON CREEK                                                ,Observational,                                    ,,A,39.0995879,-111.1877716,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10563,8,2018.0,2025.0,2266,14,860,70,0,0,69,70,0,1048,46.25%,37.95%,6.58%
EMERY               ,Emery County,10564,NORTH DITCH                                                                     ,6565,North Ditch #6565                                                                                                                                                                                       ,Conveyance,1.0,10564,FERRON CREEK                                                ,Observational,                                    ,,A,39.09864002,-111.1858839,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10564,16,2010.0,2025.0,5464,0,1012,223,542,10,41,222,6,1598,29.25%,18.52%,2.57%
EMERY               ,Emery County,10565,SOUTH DITCH                                                                     ,6611,South Ditch #6611                                                                                                                                                                                       ,Conveyance,1.0,10565,FERRON CREEK                                                ,Observational,                                    ,,A,39.09840951,-111.1860972,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10565,16,2010.0,2025.0,5470,723,12,237,160,2,953,236,3,1927,35.23%,0.22%,49.46%
EMERY               ,Emery County,10566,MOLEN DITCH                                                                     ,6533,Molen Ditch #6533                                                                                                                                                                                       ,Conveyance,1.0,10566,FERRON CREEK                                                ,Observational,                                    ,,A,39.09850446,-111.1859697,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10566,16,2010.0,2025.0,5468,1,877,229,571,4,66,230,1,1545,28.26%,16.04%,4.27%
USGS                ,USGS Gage,10567,MUDDY CREEK                                                                     ,09330500                                ,"USGS 09330500 MUDDY CREEK NEAR EMERY, UT                                                                                                                                                                ",Stream,1.0,10567,MUDDY CREEK                                                 ,Observational,                                    ,,A,38.99105939,-111.253864,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10567,5,2021.0,2025.0,1243,0,0,63,103,0,40,62,0,143,11.50%,0.00%,27.97%
WEBER               ,Weber River Dataloggers,10574,WEST GRADE CANAL                                                                ,West Grade Canal                        ,West Grade Canal                                                                                                                                                                                        ,Conveyance,1.0,10574,WEBER RIVER                                                 ,Observational,                                    ,,A,40.69727927,-111.5305715,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10574,4,2022.0,2025.0,688,0,0,35,60,2,99,35,0,154,22.38%,0.00%,64.29%
SEVIER              ,Sevier River,10577,KOOSHAREM RESERVOIR CONTENTS                                                    ,11628,Koosharem Reservoir Contents                                                                                                                                                                            ,Reservoir,1.0,10577,SEVIER RIVER                                                ,Observational,                                    ,DIGITAL     ,A,38.59105264,-111.8469443,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10577,4,2021.0,2024.0,1077,0,189,28,0,0,539,44,0,743,68.99%,17.55%,72.54%
DUCHESNE            ,Duchesne River,10581,ANDERSON FLUME                                                                  ,8495,*                                                                                                                                                                                                       ,Conveyance,,10581,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.3358014,-110.4465248,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10581,16,2010.0,2025.0,5356,0,3387,99,3750,1,72,99,0,3913,73.06%,63.24%,1.84%
DUCHESNE            ,Duchesne River,10582,BENCH CANAL (ACTIVE)                                                            ,8498,*                                                                                                                                                                                                       ,Conveyance,,10582,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,,A,40.39763538,-109.9176809,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10582,16,2010.0,2025.0,5147,0,27,256,9,5,77,256,3,397,7.71%,0.52%,19.40%
DUCHESNE            ,Duchesne River,10583,BIG SAND WASH RESERVOIR ELEVATION                                               ,10362,*                                                                                                                                                                                                       ,Reservoir,,10583,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.29334727,-110.2280754,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10583,14,2012.0,2025.0,4715,1,1,236,6,0,10,236,0,484,10.27%,0.02%,2.07%
DUCHESNE            ,Duchesne River,10584,BIG SAND WASH RESERVOIR VOLUME                                                  ,10363,*                                                                                                                                                                                                       ,Reservoir,,10584,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.29334727,-110.2280754,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10584,14,2012.0,2025.0,4584,0,0,230,0,0,10,230,0,470,10.25%,0.00%,2.13%
DUCHESNE            ,Duchesne River,10585,BIG SAND WASH RESERVOIR  48`` #1 FLOW                                           ,10746,*                                                                                                                                                                                                       ,Conveyance,,10585,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.29267067,-110.2271736,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10585,9,2017.0,2025.0,2611,1330,33,63,843,0,26,63,0,1484,56.84%,1.26%,1.75%
DUCHESNE            ,Duchesne River,10586,BIG SAND WASH RESERVOIR  48`` #2 FLOW                                           ,10747,*                                                                                                                                                                                                       ,Conveyance,,10586,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.29243744,-110.2274311,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10586,9,2017.0,2025.0,2611,1448,0,59,886,0,11,59,0,1528,58.52%,0.00%,0.72%
DUCHESNE            ,Duchesne River,10587,BIG SAND WASH RESERVOIR - ROOSEVELT PIPELINE FLOW                               ,10748,*                                                                                                                                                                                                       ,Conveyance,,10587,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.29303892,-110.2268195,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10587,9,2017.0,2025.0,2611,2611,0,0,2611,0,0,0,0,2611,100.00%,0.00%,0.00%
DUCHESNE            ,Duchesne River,10590,BIG SAND WASH RESERVOIR - 18`` FLOW                                             ,10973,*                                                                                                                                                                                                       ,Conveyance,,10590,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.29287116,-110.227018,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10590,12,2014.0,2025.0,3876,1584,98,110,1678,5,1647,110,1320,3483,89.86%,2.53%,47.29%
DUCHESNE            ,Duchesne River,10600,LAKE FORK WESTERN (AKA BONETA)                                                  ,8502,*                                                                                                                                                                                                       ,Conveyance,,10600,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.41444371,-110.3553402,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10600,16,2010.0,2025.0,5535,0,950,229,0,0,249,229,0,1595,28.82%,17.16%,15.61%
DUCHESNE            ,Duchesne River,10601,BOTTLE HOLLOW INLET                                                             ,12323,*                                                                                                                                                                                                       ,Conveyance,,10601,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,,A,40.29193509,-109.8971265,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10601,8,2017.0,2024.0,1810,0,584,62,56,1,29,62,0,676,37.35%,32.27%,4.29%
DUCHESNE            ,Duchesne River,10602,BOTTLE HOLLOW OUTLET                                                            ,13462,*                                                                                                                                                                                                       ,Reservoir Release,,10602,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,,A,40.28433317,-109.8752543,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10602,6,2020.0,2025.0,1639,0,0,82,72,0,55,81,0,137,8.36%,0.00%,40.15%
DUCHESNE            ,Duchesne River,10603,BROWNS 15`` PIPE                                                                ,8507,*                                                                                                                                                                                                       ,Conveyance,,10603,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,,A,40.42479064,-110.1204409,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10603,16,2010.0,2025.0,5248,0,4630,31,19,10,6,31,0,4678,89.14%,88.22%,0.13%
DUCHESNE            ,Duchesne River,10604,BROWNS DRAW FLUME 9307                                                          ,9307,*                                                                                                                                                                                                       ,Conveyance,,10604,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,,A,40.42911032,-110.154917,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10604,16,2010.0,2025.0,4510,87,1198,162,510,9,124,162,93,1820,40.35%,26.56%,6.81%
DUCHESNE            ,Duchesne River,10605,BROWN`S DRAW RESERVOIR ELEVATION                                                ,9343,*                                                                                                                                                                                                       ,Reservoir,,10605,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,,A,40.42389755,-110.1219329,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10605,16,2010.0,2025.0,5263,105,0,258,0,0,1170,258,0,1713,32.55%,0.00%,68.30%
DUCHESNE            ,Duchesne River,10606,BROWN`S DRAW RESERVOIR VOLUME                                                   ,9958,*                                                                                                                                                                                                       ,Reservoir,,10606,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,,A,40.42389755,-110.1219329,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10606,16,2010.0,2025.0,5053,0,0,250,0,0,1132,253,0,1504,29.76%,0.00%,75.27%
DUCHESNE            ,Duchesne River,10607,BROWN`S DRAW RESERVOIR OUTFLOW                                                  ,10933,*                                                                                                                                                                                                       ,Reservoir Release,,10607,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,,A,40.42441594,-110.1201485,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10607,12,2014.0,2025.0,3807,349,1010,123,5,0,192,123,5,1746,45.86%,26.53%,11.00%
DUCHESNE            ,Duchesne River,10608,BSW FEEDER PIPE                                                                 ,10460,*                                                                                                                                                                                                       ,Conveyance,,10608,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.29685549,-110.2386994,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10608,14,2012.0,2025.0,4512,0,684,192,0,3,14,192,0,928,20.57%,15.16%,1.51%
DUCHESNE            ,Duchesne River,10610,CANAL C HEADGATE AND FLUME                                                      ,8529,*                                                                                                                                                                                                       ,Conveyance,,10610,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.40018577,-110.3417444,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10610,16,2010.0,2025.0,5370,0,143,262,446,16,225,262,0,817,15.21%,2.66%,27.54%
DUCHESNE            ,Duchesne River,10612,CLASS B FLUME                                                                   ,8539,*                                                                                                                                                                                                       ,Conveyance,,10612,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.41589589,-110.3492726,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10612,16,2010.0,2025.0,5002,201,0,237,2,4,300,235,2,904,18.07%,0.00%,33.19%
DUCHESNE            ,Duchesne River,10613,CLASS C                                                                         ,8542,*                                                                                                                                                                                                       ,Conveyance,,10613,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.27195034,-110.2227907,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10613,16,2010.0,2025.0,4308,0,0,213,0,0,6,216,0,346,8.03%,0.00%,1.73%
DUCHESNE            ,Duchesne River,10617,COTTONWOOD CREEK                                                                ,11542,*                                                                                                                                                                                                       ,Conveyance,,10617,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,,A,40.31409556,-110.0125647,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10617,11,2015.0,2025.0,3477,0,0,174,286,4,0,174,0,306,8.80%,0.00%,0.00%
DUCHESNE            ,Duchesne River,10618,COTTONWOOD SPILL VENT                                                           ,9316,*                                                                                                                                                                                                       ,Conveyance,,10618,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,,A,40.38328565,-110.0591799,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10618,15,2010.0,2024.0,2830,0,351,124,23,2,92,124,1,607,21.45%,12.40%,15.16%
DUCHESNE            ,Duchesne River,10619,D SPLIT                                                                         ,8559,*                                                                                                                                                                                                       ,Conveyance,,10619,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.29049181,-110.2231571,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10619,17,2009.0,2025.0,5444,0,302,258,0,0,142,257,0,815,14.97%,5.55%,17.42%
DUCHESNE            ,Duchesne River,10620,DRY GULCH FLUME                                                                 ,9312,*                                                                                                                                                                                                       ,Conveyance,,10620,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.43785512,-110.1654966,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10620,15,2010.0,2024.0,4886,0,757,207,0,0,77,207,0,1074,21.98%,15.49%,7.17%
DUCHESNE            ,Duchesne River,10626,FARNSWORTH HEADING FLOW                                                         ,8599,*                                                                                                                                                                                                       ,Conveyance,,10626,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.54282474,-110.4742359,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10626,19,1999.0,2025.0,3034,0,672,0,564,0,668,119,0,1461,48.15%,22.15%,45.72%
DUCHESNE            ,Duchesne River,10627,FARNSWORTH 1&2 FLUME                                                            ,12494,*                                                                                                                                                                                                       ,Conveyance,,10627,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.42132583,-110.4127677,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10627,8,2018.0,2025.0,1862,0,1170,35,1272,0,0,35,0,1277,68.58%,62.84%,0.00%
DUCHESNE            ,Duchesne River,10628,FARNSWORTH 3 FLUME                                                              ,12498,*                                                                                                                                                                                                       ,Conveyance,,10628,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.42061055,-110.4218806,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10628,8,2018.0,2025.0,1810,1,1037,39,33,1,0,39,1,1080,59.67%,57.29%,0.00%
DUCHESNE            ,Duchesne River,10629,FARNSWORTH 3.5 FLUME                                                            ,12502,*                                                                                                                                                                                                       ,Conveyance,,10629,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.42079356,-110.4221194,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10629,8,2018.0,2025.0,1810,0,1067,38,1194,1,0,38,0,1202,66.41%,58.95%,0.00%
DUCHESNE            ,Duchesne River,10635,HENRY JIM DITCH                                                                 ,8614,*                                                                                                                                                                                                       ,Conveyance,,10635,UINTA AND WHITEROCKS RIVERS                                 ,Observational,3 FOOT PARSHALL FLUME               ,,A,40.27137631,-109.8512637,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10635,16,2010.0,2025.0,5178,0,159,251,216,5,127,250,2,559,10.80%,3.07%,22.72%
DUCHESNE            ,Duchesne River,10643,LAKE FORK_C                                                                     ,8681,*                                                                                                                                                                                                       ,Conveyance,,10643,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.34467276,-110.285263,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10643,16,2010.0,2025.0,4940,0,1482,173,0,2,63,172,0,1760,35.63%,30.00%,3.58%
DUCHESNE            ,Duchesne River,10644,LFC PURDY                                                                       ,11337,*                                                                                                                                                                                                       ,Conveyance,,10644,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.2752206,-110.2429359,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10644,11,2015.0,2025.0,3356,2084,3,64,58,3,11,63,1,2153,64.15%,0.09%,0.51%
DUCHESNE            ,Duchesne River,10645,LFC REDCAP                                                                      ,11346,*                                                                                                                                                                                                       ,Conveyance,,10645,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.27681595,-110.236757,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10645,11,2015.0,2025.0,3552,1310,51,109,0,1,107,110,0,1628,45.83%,1.44%,6.57%
DUCHESNE            ,Duchesne River,10646,LFC UTLAND                                                                      ,11328,*                                                                                                                                                                                                       ,Conveyance,,10646,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.27591986,-110.2424545,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10646,11,2015.0,2025.0,3356,2100,0,63,0,0,0,63,0,2202,65.61%,0.00%,0.00%
UINTA_RIVER_DL      ,Loggernet collection system for Uinta River Sites run by Water Rights,10651,M&S RESERVOIR 11004                                                             ,M&S Reservoir Elevation                 ,Direct collection from M&S Reservoir                                                                                                                                                                    ,Reservoir,1.0,10651,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,STAGE       ,A,40.45945507,-109.8237368,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10651,8,2014.0,2025.0,1889,64,26,90,0,0,9,90,0,279,14.77%,1.38%,3.23%
DUCHESNE            ,Duchesne River,10652,MONARCH 1                                                                       ,13711,*                                                                                                                                                                                                       ,Conveyance,,10652,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,,A,40.44322744,-110.1500944,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10652,4,2022.0,2025.0,1015,0,629,20,12,7,0,20,0,652,64.24%,61.97%,0.00%
DUCHESNE            ,Duchesne River,10653,MONARCH 2                                                                       ,13717,*                                                                                                                                                                                                       ,Conveyance,,10653,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,,A,40.45048333,-110.1512437,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10653,4,2022.0,2025.0,1050,0,621,22,38,0,0,22,0,660,62.86%,59.14%,0.00%
DUCHESNE            ,Duchesne River,10654,MONTES CREEK 8725                                                               ,8725,*                                                                                                                                                                                                       ,Conveyance,,10654,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,,A,40.3537437,-109.9562119,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10654,15,2010.0,2024.0,3908,0,702,161,176,4,34,161,0,912,23.34%,17.96%,3.73%
DUCHESNE            ,Duchesne River,10655,MOON LAKE RESERVOIR FLOW                                                        ,7365,*                                                                                                                                                                                                       ,Reservoir Release,,10655,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.55876413,-110.4875248,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10655,16,2010.0,2025.0,5363,3,25,267,15,0,229,267,0,605,11.28%,0.47%,37.85%
DUCHESNE            ,Duchesne River,10656,MOON LAKE RESERVOIR ELEVATION                                                   ,7374,*                                                                                                                                                                                                       ,Reservoir,,10656,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.56216605,-110.4873042,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10656,7,2019.0,2025.0,1870,0,241,82,241,0,0,82,0,393,21.02%,12.89%,0.00%
DUCHESNE            ,Duchesne River,10657,MOON LAKE RESERVOIR VOLUME                                                      ,9051,*                                                                                                                                                                                                       ,Reservoir,,10657,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.56216605,-110.4873042,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10657,16,2010.0,2025.0,5313,0,0,266,0,0,273,262,0,668,12.57%,0.00%,40.87%
DUCHESNE            ,Duchesne River,10658,MOON LAKE RESERVOIR FISH BYPASS                                                 ,8730,*                                                                                                                                                                                                       ,Reservoir Release,,10658,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.56024202,-110.4872506,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10658,16,2010.0,2025.0,5374,728,376,213,1198,0,243,214,0,1718,31.97%,7.00%,14.14%
DUCHESNE            ,Duchesne River,10659,MOON LAKE RESERVOIR GATE 1                                                      ,8729,*                                                                                                                                                                                                       ,Reservoir Release,,10659,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.55955733,-110.4873525,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10659,16,2010.0,2025.0,5374,0,2971,121,0,0,68,120,0,3154,58.69%,55.28%,2.16%
DUCHESNE            ,Duchesne River,10660,MOON LAKE RESERVOIR GATE 2                                                      ,8728,*                                                                                                                                                                                                       ,Conveyance,1.0,10660,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.55981001,-110.487315,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10660,16,2010.0,2025.0,5363,0,1881,175,100,0,179,175,0,2329,43.43%,35.07%,7.69%
DUCHESNE            ,Duchesne River,10661,MURRAY DITCH (9524 SCRAPE)                                                      ,9524,*                                                                                                                                                                                                       ,Conveyance,,10661,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,,A,40.44765989,-110.0684758,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10661,15,2010.0,2024.0,3314,0,1865,73,51,8,0,73,0,1946,58.72%,56.28%,0.00%
DUCHESNE            ,Duchesne River,10665,OURAY PARK 8747                                                                 ,8747,*                                                                                                                                                                                                       ,Conveyance,,10665,UINTA AND WHITEROCKS RIVERS                                 ,Observational,8 FOOT PARSHALL FLUME W/ RECORDER   ,,A,40.38321402,-109.8592618,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10665,16,2010.0,2025.0,4979,0,48,247,120,4,9,245,0,321,6.45%,0.96%,2.80%
DUCHESNE            ,Duchesne River,10666,PARRY PAGE 2                                                                    ,10281,*                                                                                                                                                                                                       ,Conveyance,,10666,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,,A,40.38316201,-110.059128,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10666,14,2011.0,2024.0,2568,0,1005,79,3,3,80,78,1,1173,45.68%,39.14%,6.82%
DUCHESNE            ,Duchesne River,10668,PAYNE CANAL 1                                                                   ,8760,*                                                                                                                                                                                                       ,Conveyance,,10668,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.46588717,-110.3493686,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10668,16,2010.0,2025.0,5523,0,109,271,0,0,179,270,0,756,13.69%,1.97%,23.68%
DUCHESNE            ,Duchesne River,10669,PAYNE/YELLOWSTONE FEEDER - YELLOWSTONE FLOW                                     ,8761,*                                                                                                                                                                                                       ,Conveyance,,10669,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.46589533,-110.3491165,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10669,16,2010.0,2025.0,5523,0,2692,142,2,4,79,141,0,2986,54.06%,48.74%,2.65%
DUCHESNE            ,Duchesne River,10670,PURDY                                                                           ,7503,*                                                                                                                                                                                                       ,Conveyance,,10670,LAKE FORK RIVER                                             ,Observational,PARSHALL FLUME                      ,,A,40.28744282,-110.2485796,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10670,17,2000.0,2025.0,3158,0,1240,96,64,6,331,96,0,1670,52.88%,39.27%,19.82%
DUCHESNE            ,Duchesne River,10671,RAINBOW CANAL                                                                   ,12028,*                                                                                                                                                                                                       ,Conveyance,,10671,UINTA AND WHITEROCKS RIVERS                                 ,Observational,                                    ,,A,40.45568359,-110.0836676,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10671,9,2016.0,2025.0,2311,0,401,96,165,1,88,96,0,666,28.82%,17.35%,13.21%
DUCHESNE            ,Duchesne River,10672,RED CAP CANAL (SCRAPE)                                                          ,8793,*                                                                                                                                                                                                       ,Conveyance,,10672,LAKE FORK RIVER                                             ,Observational,7 FOOT PARSHALL FLUME W/ RECORDER   ,,A,40.25736611,-110.2261107,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10672,16,2010.0,2025.0,5472,0,0,274,1,0,42,272,0,380,6.94%,0.00%,11.05%
DUCHESNE            ,Duchesne River,10673,REDCAP GILBERT METER                                                            ,10459,*                                                                                                                                                                                                       ,Conveyance,,10673,LAKE FORK RIVER                                             ,Observational,                                    ,,A,40.2511306,-110.2190311,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10673,14,2012.0,2025.0,4699,0,4381,0,0,0,115,16,0,4512,96.02%,93.23%,2.55%
